Country Name,Year,GDP,Population,Energy_Consumption_kWh,GDP_per_Capita,log_GDP_per_Capita,log_Energy,Cluster,DeepForest_Predicted_Cluster
United States,1965.0,743503780837.106,194303000.0,73802.305,3826.5172479946577,8.249971633856019,11.209158792783658,1,1
World,1965.0,1996307969114.51,3318997522.0,13003.41,601.4791984272262,6.4010531393368035,9.473043809687157,1,1
South Africa,1965.0,13068994772.4021,19089380.0,18556.31,684.621227740351,6.530325329085974,9.828619060491222,1,1
Argentina,1966.0,28630474727.9023,22453893.0,15105.385,1275.078434189666,7.151546930816284,9.622872781110248,1,1
Australia,1966.0,27308964369.4343,11651000.0,38481.957,2343.915918756699,7.7600048246967015,10.557970746941553,1,1
Austria,1966.0,10939526218.6393,7322066.0,27087.95,1494.049113821058,7.309914337339389,10.206881174638042,1,1
Belgium,1966.0,18894891312.2977,9527807.0,42079.215,1983.1311982177745,7.592936413792408,10.647332956714129,1,1
Bangladesh,1966.0,6439687854.16667,61669806.0,0.0,104.4220546788597,4.657971861645584,0.0,1,1
Brazil,1966.0,28283323733.1114,86139359.0,3468.5674,328.34379151940755,5.7971021642012905,8.151785196581235,1,1
Canada,1966.0,61252415404.686,20048000.0,73741.68,3055.2880788450716,8.024956412481377,11.208337015038751,1,1
Switzerland,1966.0,18019402373.5388,5918002.0,33137.074,3044.84560389449,8.021533844020219,10.408438172212632,1,1
Chile,1966.0,7256882086.19585,9181722.0,8459.756,790.3617737713961,6.673755225752138,9.043193810309878,1,1
China,1966.0,76854053259.209,735400000.0,2248.5225,104.50646350177999,4.658772216459187,7.718473250453921,1,1
Colombia,1966.0,5428518518.51852,18702688.0,5877.615,290.2533859581318,5.674193630419653,8.67907646893009,1,1
Germany,1966.0,143304275683.979,76600311.0,38858.652,1870.8054029177376,7.53465870020138,10.567711767667452,1,1
Denmark,1966.0,11931740293.0378,4797381.0,39410.375,2487.1362714443153,7.819289223840001,10.581809759202343,1,1
Algeria,1966.0,3039859187.45164,12590069.0,2369.5286,241.44896961657955,5.4907912536622705,7.770868247234589,1,1
Ecuador,1966.0,2429308638.838,5463748.0,1667.8093,444.6231119806404,6.0994735543699985,7.41986565709771,1,1
Spain,1966.0,29559436182.9186,32283194.0,11760.117,915.6292336786316,6.820703065171748,9.372554199935216,1,1
Finland,1966.0,9306142171.60056,4580869.0,28673.293,2031.5233139390275,7.617033311928886,10.263756286070251,1,1
France,1966.0,108928356518.505,50311637.0,27989.49,2165.072794560531,7.680671034826552,10.239620088608499,1,1
United Kingdom,1966.0,108572752102.045,54648500.0,42568.684,1986.7471586968536,7.594757195373882,10.658897635726758,1,1
Greece,1966.0,8472021466.86847,8613651.0,10099.086,983.5575491587099,6.892192351585276,9.220299217644584,1,1
India,1966.0,45581230504.071,500740247.0,1274.9401,91.02769505178401,4.522089564919211,7.151438519229184,1,1
Ireland,1966.0,3198820903.82796,2888800.0,26240.732,1107.3182303475353,7.010599037574896,10.175106246977279,1,1
Iraq,1966.0,2530306095.87756,8485104.0,2990.1736,298.20566676349046,5.701131185638516,8.00342109773468,1,1
Iceland,1966.0,638349755.221932,195570.0,40653.574,3264.047426609051,8.091029567365846,10.6128666301711,1,1
Israel,1966.0,4703300098.0703,2629000.0,17520.318,1789.007264385812,7.489974957142662,9.771173589971378,1,1
Italy,1966.0,76622444787.3696,52519000.0,19420.695,1458.9471388901084,7.286155507807269,9.874146019189988,1,1
Japan,1966.0,113046784179.289,98851000.0,20403.564,1143.60789652395,7.042817408888781,9.923513880299689,1,1
Kuwait,1966.0,2391199043.52038,572590.0,144746.55,4176.110381809637,8.337374990245603,11.882746469557976,0,0
Sri Lanka,1966.0,1751470588.23529,11183928.0,963.9874,156.6060321771823,5.060098451927229,6.872115044258924,1,1
Luxembourg,1966.0,976717015.461454,333895.0,120261.26,2925.2220472347717,7.981467466340793,11.69743013703298,0,0
Morocco,1966.0,2876401297.10759,13597065.0,1719.8688,211.54574881473246,5.359157253733137,7.450584558558283,1,1
Mexico,1966.0,24320000000.0,44629106.0,6959.2065,544.9358541934495,6.302501485681037,8.847964422428563,1,1
Malaysia,1966.0,3143517943.82632,9284688.0,4122.107,338.57012145441183,5.827680468983582,8.324362284346869,1,1
North America,1966.0,875449459015.515,216656534.0,57357.26,4040.7249338508987,8.30442684365656,10.957072140085362,1,1
Netherlands,1966.0,24741480717.0389,12456251.0,35571.836,1986.2702443166004,7.594517239502403,10.479337591873868,1,1
Norway,1966.0,8753940266.90184,3753012.0,58727.99,2332.5105986609797,7.755129107338407,10.980688751024912,1,1
New Zealand,1966.0,5917437693.37459,2675900.0,33754.414,2211.3822240646473,7.701825143404032,10.42689609825041,1,1
Oman,1966.0,67759972.8960108,598804.0,203.50377,113.1588514706161,4.737590912419094,5.320586410520754,1,1
Pakistan,1966.0,6561108777.82444,53678667.0,1543.2706,122.22935375471302,4.814047283715824,7.342306974296003,1,1
Peru,1966.0,6109048736.61853,12101297.0,5548.549,504.8259485424191,6.226192634901812,8.621471942177344,1,1
Philippines,1966.0,7189017887.69231,33617170.0,2050.2422,213.84958602084322,5.369938183390398,7.626200839837656,1,1
Portugal,1966.0,5370108031.12859,8930990.0,6148.9673,601.2892222618757,6.400737765587521,8.724202043713257,1,1
Saudi Arabia,1966.0,2920555557.11111,3039887.0,78398.07,960.7447767338425,6.868749110615673,11.269567344023244,1,1
Singapore,1966.0,1096425608.09089,1934400.0,28525.906,566.8039744059605,6.341776243672634,10.258602991078208,1,1
Sweden,1966.0,27155028519.9472,7807797.0,53684.027,3477.937313168772,8.154482156354586,10.89088941480189,1,1
Thailand,1966.0,5279230817.30769,32086071.0,1140.4839,164.53341443106854,5.109173074323689,7.040084361621589,1,1
Trinidad and Tobago,1966.0,723739857.317023,942937.0,37942.094,767.5378708408123,6.644489840672503,10.543842789979498,1,1
United States,1966.0,814082043610.829,196560000.0,76903.805,4141.646538516631,8.32909012309066,11.250323637286831,1,1
World,1966.0,2163210217039.9,3389087189.0,13434.752,638.2869771132052,6.460353457024303,9.505674492687467,1,1
South Africa,1966.0,14211394315.4423,19690087.0,18101.951,721.7537594141814,6.583068582424514,9.80383024263859,1,1
Argentina,1967.0,24256667553.2569,22799059.0,15309.062,1063.9328383358672,6.9706670135595665,9.636265538284288,1,1
Australia,1967.0,30442724870.836,11799000.0,40056.914,2580.1105916464107,7.855975047171982,10.59808153597186,1,1
Austria,1967.0,11634569521.9273,7376998.0,27163.17,1577.1414770516815,7.364003153313255,10.20965410449712,1,1
Belgium,1967.0,20252508995.4745,9580991.0,43936.297,2113.821941328877,7.656725899439343,10.690518828343201,1,1
Bangladesh,1967.0,7253575687.5,63510929.0,0.0,114.20988169610935,4.746755523195076,0.0,1,1
Brazil,1967.0,31086389194.961,88446124.0,3500.2,351.47260037037915,5.8649728897855,8.160861045858283,1,1
Canada,1967.0,65856924423.9721,20412000.0,75766.01,3226.3827368201105,8.079426789549558,11.235418252618484,1,1
Switzerland,1967.0,19397044714.0963,5991785.0,34955.44,3237.2731521735673,8.082795488979054,10.461857993920763,1,1
Chile,1967.0,7145068067.64138,9348939.0,8470.294,764.265128656993,6.640222347191679,9.044438550475494,1,1
China,1967.0,73011350596.2485,754550000.0,1972.4271,96.76144801040157,4.58253030720395,7.587526954972942,1,1
Colombia,1967.0,5825170438.48704,19235618.0,6023.2534,302.8325078241333,5.716476588466555,8.70354883366806,1,1
Germany,1967.0,145100667772.69,76951336.0,38578.676,1885.6159660787437,7.542540009064891,10.560480888290707,1,1
Denmark,1967.0,13059064805.8774,4835354.0,39320.52,2700.7463788333594,7.901653649878263,10.579527230685857,1,1
Algeria,1967.0,3370870376.29682,12876118.0,2193.7832,261.792442124002,5.571364527155818,7.693838550699538,1,1
Ecuador,1967.0,2553595172.08743,5629057.0,1751.5607,453.64528589556477,6.119517523473198,7.468833254542876,1,1
Spain,1967.0,32570905397.2885,32682947.0,12539.085,996.5718635252966,6.905324189803383,9.43668559247335,1,1
Finland,1967.0,9468272357.09549,4605744.0,30011.488,2055.7530677118593,7.628883837581589,10.309368840696026,1,1
France,1967.0,117751396249.071,50722791.0,29488.37,2321.469184317381,7.750386202275913,10.29178513840717,1,1
United Kingdom,1967.0,113116888210.787,54943600.0,42351.45,2058.7818819805584,7.630355373643966,10.65378154964655,1,1
Greece,1967.0,9146592855.683,8684088.0,11022.073,1053.2588863312994,6.960593321646208,9.307745900457943,1,1
Indonesia,1967.0,5667756627.92093,106526393.0,778.1851,53.20518669885809,3.9927765994179607,6.658248629968903,1,1
India,1967.0,50134942204.0,511606372.0,1286.9924,97.9951481214155,4.595070840059025,7.160840006025772,1,1
Ireland,1967.0,3445739914.73101,2902450.0,28281.47,1187.1832123657634,7.080180707195138,10.249997457073462,1,1
Iraq,1967.0,2551522656.19094,8778869.0,2918.4333,290.6436644846779,5.675532729955565,7.979144801084805,1,1
Iceland,1967.0,630567115.790732,198751.0,39636.023,3172.6487705255927,8.062637236653755,10.587518884715536,1,1
Israel,1967.0,4762386782.7194,2745000.0,20378.406,1734.9314326846632,7.459299397138795,9.922280160130171,1,1
Italy,1967.0,84401995573.2456,52900500.0,20863.756,1595.4857812921543,7.375560105940516,9.945816698732497,1,1
Japan,1967.0,132475614226.519,99879000.0,22649.395,1326.3610391225282,7.190948069009806,10.027932570052716,1,1
Kuwait,1967.0,2441599023.36039,628089.0,134306.47,3887.345620382446,8.265739055760768,11.807887002706865,0,0
Sri Lanka,1967.0,1859465020.57613,11457328.0,964.1584,162.29482306661117,5.095557297493565,6.872292232946377,1,1
Luxembourg,1967.0,983052314.930267,334995.0,117581.58,2934.5283211100673,7.984642723255373,11.674896174222742,0,0
Morocco,1967.0,3046345314.38655,13968175.0,1763.9915,218.0918634242877,5.389491109555335,7.475901153491778,1,1
Mexico,1967.0,26560000000.0,46129608.0,6862.176,575.7690375344182,6.357441904804581,8.833925587341579,1,1
Malaysia,1967.0,3188924677.08953,9507099.0,4323.3003,335.4256305829496,5.81837711598997,8.372005625931306,1,1
North America,1967.0,926728878447.81,219173514.0,58395.45,4228.288635495483,8.349789086620286,10.97501037929744,1,1
Netherlands,1967.0,27143828098.7481,12598201.0,37183.23,2154.5796974304585,7.6758149674913545,10.523640025648563,1,1
Norway,1967.0,9577383653.18303,3784539.0,62546.28,2530.66057799458,7.836630721353439,11.043678029737718,1,1
New Zealand,1967.0,6016017227.09124,2724100.0,33539.09,2208.4421376202195,7.700495336230698,10.420496718736748,1,1
Oman,1967.0,107151832.489651,613318.0,882.06006,174.70844242244806,5.168826044251813,6.783393216410878,1,1
Pakistan,1967.0,7464510709.7858,55214768.0,1661.1417,135.19047494296817,4.914054456930451,7.415862230505503,1,1
Peru,1967.0,6194340079.8786,12448814.0,5491.9385,497.58475625698964,6.211773597531416,8.611218637212222,1,1
Philippines,1967.0,7724873935.12821,34621320.0,2164.2405,223.1247663326589,5.412202889348776,7.6802867197174045,1,1
Portugal,1967.0,6002607029.64663,8874520.0,6594.4985,676.3866698871184,6.518242261842129,8.794142649861158,1,1
Saudi Arabia,1967.0,3257022222.66667,3157242.0,76574.586,1031.6036029758473,6.939838661666507,11.246033584299838,1,1
Singapore,1967.0,1238035815.78586,1977600.0,33451.945,626.0294375939826,6.440993489441466,10.41789510353443,1,1
Sweden,1967.0,29475219787.244,7867931.0,54563.34,3746.247874726405,8.228776949455005,10.907135834808317,1,1
Thailand,1967.0,5638461442.30769,33037801.0,1261.5367,170.6669715187064,5.145556387831174,7.140878230033942,1,1
Trinidad and Tobago,1967.0,761981912.42271,956418.0,39875.24,796.7038600514733,6.681737425881774,10.593535936782322,1,1
United States,1967.0,860737154023.838,198712000.0,78617.57,4331.581152742854,8.373918752572525,11.272363210054392,1,1
World,1967.0,2295465833625.8,3459015356.0,13649.56,663.6182836378827,6.499212866282199,9.521535825412602,1,1
South Africa,1967.0,15821393671.4425,20314066.0,18270.824,778.839335829789,6.6590879187615055,9.813115480185179,1,1
Argentina,1968.0,26436857247.4982,23150583.0,15586.842,1141.9521161734112,7.041369769805644,9.654246530405178,1,1
Australia,1968.0,32714085234.2536,12009000.0,41703.523,2724.130671517495,7.9102716587981,10.638364867132783,1,1
Austria,1968.0,12499863917.1003,7415403.0,28894.45,1685.662116691473,7.430506775996012,10.271439422259267,1,1
Belgium,1968.0,21654856965.4281,9618756.0,48736.29,2251.315759067815,7.71971419216063,10.794199724484443,1,1
Bangladesh,1968.0,7483685770.83333,65408276.0,0.0,114.41496747037532,4.7485340464467285,0.0,1,1
Brazil,1968.0,33930457425.2613,90741240.0,3895.539,373.92543263968287,5.926727159903686,8.267844002215947,1,1
Canada,1968.0,72048833006.1602,20744000.0,79366.086,3473.237225518714,8.153130230456632,11.281839027287218,1,1
Switzerland,1968.0,20712102793.8026,6067714.0,36255.668,3413.493581570028,8.135784468642466,10.498378588194631,1,1
Chile,1968.0,7286820526.02462,9514716.0,8288.102,765.8474016486273,6.64228782674734,9.02269691898089,1,1
China,1968.0,70980323818.7853,774510000.0,1941.9646,91.64545818489793,4.528779930319838,7.571970229962883,1,1
Colombia,1968.0,5960212869.12968,19766796.0,6085.2188,301.52650278424886,5.712168886143058,8.713782281174467,1,1
Germany,1968.0,156527292653.157,77294314.0,41003.105,2025.0815946585283,7.613858957767913,10.621427462625796,1,1
Denmark,1968.0,13505574133.3333,4864883.0,40837.613,2776.1354452580463,7.929175260066992,10.617383309899733,1,1
Algeria,1968.0,3852147026.77302,13172614.0,2303.6418,292.4360363685613,5.681659681508775,7.742680542053197,1,1
Ecuador,1968.0,2582179864.15493,5799680.0,2007.3572,445.22798915714833,6.100830007859785,7.605072353437562,1,1
Spain,1968.0,32394326463.759,33113134.0,13054.5,978.2923737680342,6.8868302432646225,9.476964779901929,1,1
Finland,1968.0,8916565040.54632,4626469.0,32422.615,1927.293804529182,7.56439085180186,10.386642294317097,1,1
France,1968.0,128427504709.055,51112980.0,30803.596,2512.620174152534,7.829479293468725,10.335419178608573,1,1
United Kingdom,1968.0,107759910067.889,55211700.0,43653.074,1951.7585958753127,7.576998316414049,10.684051890245797,1,1
Greece,1968.0,9950331205.83108,8740765.0,11371.79,1138.382190326714,7.038241456176999,9.338978939228952,1,1
Hungary,1968.0,4886222554.66355,10255815.0,18117.527,476.4343501382923,6.168426663847256,9.804690284901918,1,1
Indonesia,1968.0,7076465299.81141,109450006.0,807.90576,64.65477306425556,4.184410302816617,6.695682420779862,1,1
India,1968.0,53085455870.6667,522716889.0,1346.7811,101.55680252119556,4.630416816020948,7.20621488956174,1,1
Ireland,1968.0,3378701146.84197,2915550.0,32787.957,1158.855497879292,7.0560507055471104,10.397847060854598,1,1
Iraq,1968.0,2896598841.36046,9085016.0,2995.9878,318.83255256352436,5.767797585599566,8.005362996570973,1,1
Iceland,1968.0,481532847.590587,201488.0,41358.12,2389.8835046781296,7.779418243844804,10.630048232360217,1,1
Israel,1968.0,5458427927.8861,2803000.0,19906.22,1947.352096998252,7.574739215815253,9.898837758981825,1,1
Italy,1968.0,91485448147.84,53235750.0,22385.43,1718.4964642714717,7.449786773616338,10.016210250698576,1,1
Japan,1968.0,156897496759.128,101011000.0,24648.406,1553.2713937999622,7.348762157764357,10.112508081817406,1,1
Kuwait,1968.0,2662798934.88043,687716.0,129087.234,3871.9455921927515,8.26177063144106,11.768251434029146,0,0
Sri Lanka,1968.0,1801344537.81513,11736088.0,978.4367,153.48764748655003,5.040114141598139,6.8869776104877465,1,1
Luxembourg,1968.0,1075561622.81321,335850.0,126608.11,3202.505948528242,8.072001097961461,11.748859745029044,0,0
Morocco,1968.0,3271422332.61996,14347899.0,1843.6364,228.00706449215735,5.43375285238914,7.520037463882427,1,1
Mexico,1968.0,29360000000.0,47668303.0,7232.575,615.9229121288416,6.424744076276163,8.886488660440584,1,1
Malaysia,1968.0,3330371551.21161,9725281.0,4370.333,342.44476341728426,5.839026293542006,8.382823275901067,1,1
North America,1968.0,1013837933810.0,221500404.0,60885.21,4577.138079666888,8.429047661627536,11.0167619912757,1,1
Netherlands,1968.0,30097635750.982,12729721.0,41158.406,2364.359419266298,7.768685263698894,10.62520775835697,1,1
Norway,1968.0,10227087165.2414,3816486.0,69486.48,2679.7130043818843,7.893838084531983,11.148901871440133,1,1
New Zealand,1968.0,5228045415.27318,2748100.0,33935.203,1902.421824268833,7.551408505511794,10.432237658634758,1,1
Oman,1968.0,188879848.896121,628798.0,1036.7483,300.38239449890267,5.708379872073924,6.944808548772326,1,1
Pakistan,1968.0,8041999160.0168,56810507.0,1832.9536,141.55830645934563,4.959751084158009,7.514229352605414,1,1
Peru,1968.0,5736083835.29034,12803993.0,5438.239,447.99179719094974,6.1070046185129,8.601394440358629,1,1
Philippines,1968.0,8632749269.48718,35638342.0,2459.5532,242.23206762781447,5.494015998421903,7.8081414816939105,1,1
Portugal,1968.0,6644693214.18343,8836650.0,6742.259,751.9470856244651,6.623994953915689,8.816298618200102,1,1
Saudi Arabia,1968.0,4187777711.11111,3282711.0,74791.336,1275.7070942617581,7.152039459528779,11.222470698820146,1,1
Singapore,1968.0,1425706091.0356,2012000.0,40661.883,708.6014368964214,6.564703455931907,10.613070989735096,1,1
Sweden,1968.0,31278230633.5785,7912273.0,57930.145,3953.1283404375076,8.282515461584556,10.967010429129243,1,1
Thailand,1968.0,6081009427.88461,34002560.0,1572.5784,178.83975288580066,5.192066192626316,7.361107540493604,1,1
Trinidad and Tobago,1968.0,758899950.0,969006.0,40571.77,783.173633599792,6.664630467257537,10.61085243092173,1,1
United States,1968.0,941639100803.844,200706000.0,82357.04,4691.63403587259,8.453749331904103,11.318831362898376,1,1
World,1968.0,2480759067236.83,3530703561.0,14173.228,702.6245688364178,6.556244931009326,9.559180665031711,1,1
South Africa,1968.0,17124793150.0827,20957287.0,18690.773,817.1283406140642,6.707019219912133,9.835838759513749,1,1
Argentina,1969.0,31256284543.6155,23508711.0,15862.656,1329.5618183240886,7.193356551814224,9.671785985647832,1,1
Australia,1969.0,36684485869.5177,12263000.0,42569.41,2991.4772787668353,8.003856844677099,10.658914689971496,1,1
Austria,1969.0,13647475854.0287,7441055.0,29827.604,1834.0780781795995,7.514842309000145,10.303223077888735,1,1
Belgium,1969.0,24019653474.9959,9646032.0,53265.69,2490.1071730838025,7.820482538457024,10.883066461693666,1,1
Bangladesh,1969.0,8471006437.5,67294133.0,0.0,125.88031169819811,4.843244214521273,0.0,1,1
Brazil,1969.0,37171640818.5863,93045777.0,4146.475,399.4984191339098,5.992709819269437,8.330254994318887,1,1
Canada,1969.0,79405011124.8208,21028000.0,82963.18,3776.156131102378,8.236726659189937,11.326164227362153,1,1
Switzerland,1969.0,22442043274.074,6136387.0,37085.28,3657.207942405523,8.204728673263388,10.521002368877703,1,1
Chile,1969.0,8456519044.38223,9680282.0,8780.365,873.581889905917,6.773745932048125,9.080387141515812,1,1
China,1969.0,79847786729.1898,796025000.0,2300.3284,100.30813947952615,4.618166758268844,7.741241800408036,1,1
Colombia,1969.0,6450175213.74923,20291942.0,6001.5234,317.8687980553675,5.764779726818869,8.699935226463486,1,1
Germany,1969.0,177733486326.06,77909682.0,43874.797,2281.2759821822915,7.732928461839712,10.689118125845345,1,1
Denmark,1969.0,15414902666.6667,4891860.0,46618.156,3151.133243115441,8.055834722646315,10.749766808607768,1,1
Algeria,1969.0,4257253264.08834,13475960.0,2488.8167,315.91465573423636,5.75863251281664,7.819964372291245,1,1
Ecuador,1969.0,3112165727.38342,5975236.0,2070.1106,520.843984636493,6.2573686632023895,7.6358402641222165,1,1
Spain,1969.0,37090689287.8552,33441054.0,14634.419,1109.1363713552569,7.012238143836875,9.591199828712739,1,1
Finland,1969.0,10177524838.9004,4623785.0,35665.55,2201.124152377414,7.697177697336025,10.481968553742547,1,1
France,1969.0,140361802781.576,51536014.0,33594.562,2723.567305410465,7.91006490748402,10.42214925389419,1,1
United Kingdom,1969.0,116464702803.218,55441750.0,45057.72,2100.667868586724,7.650486531619751,10.715721807013741,1,1
Greece,1969.0,11454106327.0756,8772764.0,11972.224,1305.64395976862,7.175217266237307,9.390428102303217,1,1
Hungary,1969.0,5429812386.53195,10298723.0,19331.87,527.2316176026824,6.269534857220886,9.869562035056028,1,1
Indonesia,1969.0,8337423312.88344,112517639.0,886.8484,74.09881141287936,4.318804731918871,6.788801007697009,1,1
India,1969.0,58447995017.3333,533880544.0,1461.8176,109.47766438428836,4.704813368257444,7.288119717922835,1,1
Ireland,1969.0,3902721631.54663,2932650.0,32695.504,1330.7832954995072,7.194274146798271,10.395023439854938,1,1
Iraq,1969.0,3007758796.89648,9403356.0,3346.3972,319.8601432187062,5.771005337281697,8.115938367609091,1,1
Iceland,1969.0,420945147.630956,203369.0,40918.684,2069.858963907754,7.635718758597527,10.619366497650603,1,1
Israel,1969.0,6297852761.13463,2877000.0,21610.744,2189.0346754030693,7.691672656202581,9.980992149622654,1,1
Italy,1969.0,100996667239.335,53537950.0,23935.73,1886.4500273046503,7.54298200517251,10.083169378303802,1,1
Japan,1969.0,184298841304.667,102219000.0,28402.05,1802.9802806197183,7.497750769642493,10.254251812749132,1,1
Kuwait,1969.0,2769198892.32044,749452.0,121336.45,3694.9649775041494,8.21499695693317,11.706330785946635,0,0
Sri Lanka,1969.0,1965546218.48739,12013858.0,992.76105,163.60657987528987,5.103558262385,6.901496785403576,1,1
Luxembourg,1969.0,1245432991.34271,337500.0,135748.92,3690.1718262006225,8.213699254696554,11.818569648477409,0,0
Morocco,1969.0,3651622668.95103,14734255.0,1968.8148,247.8321889332735,5.516778729238029,7.585694807160519,1,1
Mexico,1969.0,32480000000.0,49233194.0,7686.4272,659.7175068511704,6.493326376113532,8.947341442151235,1,1
Malaysia,1969.0,3664552041.34299,9947597.0,4688.023,368.38565548473565,5.9118412350802885,8.452979524174593,1,1
North America,1969.0,1098041044821.58,223756306.0,63080.273,4907.307706543832,8.49868449876039,11.052179221596239,1,1
Netherlands,1969.0,34086038090.3986,12877984.0,45365.22,2646.845817668247,7.881501689405602,10.722523054221288,1,1
Norway,1969.0,11136187439.8326,3847707.0,69026.65,2894.2399823667965,7.970823282034944,11.142262427948403,1,1
New Zealand,1969.0,5814357708.51005,2772800.0,34146.38,2096.926467293007,7.6487047393872984,10.438441141704388,1,1
